Factor_1;Factor_2;Factor_3;Factor_4;Factor_5;Factor_6;Factor_7;Factor_8;Factor_9;Factor_10;Factor_11;Factor_12;Factor_13;Factor_14;Factor_15;Factor_16;Factor_17;Factor_18;Factor_19;Factor_20;Factor_21;Factor_22;Factor_23;Factor_24;Factor_25;Factor_26;Factor_27;Factor_28;Factor_29;Factor_30;Factor_31;Factor_32;Factor_33;Factor_34;Factor_35;Factor_36;Factor_37;Factor_38;Factor_39;Factor_40;Factor_41;Factor_42;Factor_43;Factor_44;Factor_45;Factor_46;Factor_47;Factor_48;Factor_49;Factor_50;Factor_51;Factor_52;Factor_53;Factor_54;Factor_55;Factor_56;Factor_57;Factor_58;Factor_59;Factor_60;Factor_61;Factor_62;Factor_63;Factor_64;Factor_65;Factor_66;Factor_67;Factor_68;Factor_69;Factor_70;Factor_71;Factor_72;Factor_73;Factor_74;Factor_75;STATUS
0.833333;0.715447;1;150910;4;6;59600;78000;91310;4;0.8;73;8;4;31;88;1;1;34;0.333333;0.6;0.75;0.75;0.8;3;0.8;75455;8;0.75;17;1;990868;8;1;15.333333;5;0;2;29;5;48000;15;14.25;0.666667;165144.6667;8.5;6;14.666667;29;6;212339;0.666667;931268;0;3;0;0.5;0.285714;1;0;0.666667;0;413000;0;247000;2;0;0;222;0.01626;0;0;0;0;0;0
0.142857;0.117647;0.714286;3102;0;0.166667;5025.5;2350;3102;1;0;1;67;2;1;2;0;0;2;0.142857;0;0;0;0.2;0;0.4;3102;0;0;0;0.5;33255;0;0;0;5;4666.666667;1;1;1;2350;0;0.2;0;4750.714286;0;1;0.285714;1;0;0;0;3102;0;1;0;0;0.333333;0;0.333333;0;0;3300;0;3150;0;0;0.285714;38;0;2;5;1;3;2;1
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3125;0;1;0;0;8000;1;0;0;0;0;18;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.32;0;1;0;0;15000;0.4;5150;0;0;0;14;0;0;0;0;0;0;1
0.725;0.634783;0.675;366207;19;1.282051;10169.74359;324672;41060;22;0.730769;73;5;26;50;73;0.863636;0.730769;75;0.7;0.576923;0.789474;0.681818;0.846154;15;1;13078.82143;29;0.576923;30;0.846154;436470;14;0.717949;1.611111;26;9504.944444;28;23;29;50000;23;23;0.444444;10911.75;15;50;1.825;23;8;39850;0.444444;39850;0;1;6.147227;0.5;0.309524;8;0.717949;0.025;0.715905;50000;0.15;30130;3;0;0;5;0.017391;0;0;0;0;0;0
0.285714;0.096953;0.857143;89551;1;0.5;13610;80000;62331;1;1;5;48;1;5;35;1;1;6;0.285714;0;0;0;1;0;1;44775.5;1545;0;30;1;353108;1545;0.5;2.5;1;13610;2;12;2;60000;12;7.5;0;50444;7.5;1;5;4;1;157416;0;325888;0;1;0.083526;0;0;0;1;0.571429;1;1590000;0.142857;526870;1;0.571429;0.857143;14;0.00277;0;0;0;0;0;1
0.538462;0.347458;0.615385;160999;5;3.416667;50254.41667;126100;41650;5;0.625;28;10;8;28;41;1;0.625;30;0.538462;0.5;0.8;0.8;0.625;4;1;22999.85714;0;0.5;0;0.625;603053;10;0.583333;3.857143;8;13071.1;7;11;7;36000;0;3.25;0.285714;46388.69231;0;41;3.153846;11;11;0;0.285714;0;0;1;0;1;0.25;2;0.416667;0.076923;0.069925;100000;0.230769;25200;1;0.076923;0;18;0.008475;2;5;3;0;2;1
0.571429;0.248945;0.928571;103731;2;0.75;8301;146973;49467;3;0.5;53;11;4;43;59;0.666667;0.5;67;0.428571;0.5;1;0.666667;0.75;2;1;17288.5;1198;0.5;37;0.75;304974;11;0.25;1.8;4;8301;6;15;8;54700;15;3.2;0.2;21783.85714;7.4;3;4.214286;15;3;49800;0.2;271770;2884;6;0.053295;0.8;0.409091;1;0.5;0.357143;0.436213;54700;0;41254.6;2;0.214286;0.214286;35;0;0;0;0;0;0;0
0.4;0.142857;0.6;5160;0;0.333333;1936.333333;4000;2760;0;0;2;143;1;2;2;0;0;3;0.4;0;0;0;0;0;0.5;2580;0;0;0;0;8209;0;0.333333;0;2;0;2;1;2;2000;0;0;0;1641.8;0;1;0.4;1;1;0;0;2400;0;1;0;0;0.285714;0;0;0;0;3000;0;0;0;0.2;0.2;276;0;0;0;0;1;0;1
0.857143;0.783333;0.714286;124418;2;2.666667;8436;166358;60842;2;0.5;47;18;3;30;47;1;0.666667;34;0.571429;0.5;1;1;0.5;2;0.75;31104.5;18;0.666667;47;0.666667;138212;30;0.666667;1.5;4;5757;4;13;6;70912;13;8.5;0.5;19744.57143;6.714286;8;6.714286;13;5;60842;0.5;112904;0;4;0;0.714286;0.625;1;0.333333;0.142857;0;70912;0;37440.14286;0;0;0;30;0.083333;0;0;0;1;0;0
0.538462;0.204482;0.769231;291151;0;1.5;2500;90095;212616;0;0;65;777;0;27;73;0;0;28;0.307692;0;0;0;0;0;0;72787.75;845;0;45;0;775167;845;1;1.25;0;2500;4;34;7;68095;34;5.111111;0.5;59628.23077;5.625;3;5.615385;34;2;248462;0.25;770167;0;6;0.006492;0.5;1;1;1;0.692308;1;199660;0.153846;52172.5;1;0.307692;0.307692;8;0.005602;0;0;0;0;0;0
1;0.818182;1;8330;1;6;34746;7897;8330;1;1;18;10;1;12;18;1;1;13;0.5;1;1;1;1;1;1;8330;10;1;18;1;43076;10;1;6;1;0;1;12;2;7897;12;6;1;21538;9;6;9;12;6;34746;0;8330;0;1;0;0.5;0;1;0;0;0;134514;0;71205.5;0;0;0;238;0.545455;0;0;2;0;0;0
0.555556;0.28125;0.555556;37437;3;1;4159.666667;31500;11571;3;0.6;9;32;4;9;9;1;0.75;16;0.555556;0;0;0;0.6;0;0.8;7487.4;0;0;0;0.75;37437;0;0.555556;0;5;4633.857143;5;3;5;8000;0;0;0;4159.666667;0;9;1;3;3;0;0;0;0;0;0;0;0.181818;0;0.555556;0;0.339119;15000;0;0;0;0;0;27;0.03125;0;0;0;0;0;1
0.75;0.411348;0.666667;366077;2;2.428571;4748.714286;294970;203813;2;0.25;49;41;3;39;58;1;0.666667;105;0.583333;0;0;0;0.25;0;0.375;52296.71429;41;0;33;0.666667;534445;41;0.571429;3.2;8;1200;7;17;9;172080;17;4.75;0.4;44537.08333;11;17;4.833333;17;3;203813;0.4;501204;0;4;0.004788;0.666667;0;1;0.142857;0.166667;1;107885;0;129285;1;0;0.083333;87;0.021277;2;4;5;0;2;1
1;0.763441;1;94426;0;0;0;81703;77034;0;0;71;235;0;65;71;0;0;84;0.75;0;0;0;0;0;0;31475.33333;235;0;29;0;98359;0;0;0;1;0;3;36;4;65484;24;6;0;24589.75;14.5;0;17.75;36;0;77034;0;98359;0;4;0;1;0;0;0;0.25;0;0;0;34699.5;0;0;0;704;0.064516;0;0;0;0;0;0
0.4;0.426667;0.8;0;0;0;0;0;0;0;0;56;2852;0;0;64;0;0;0;0;0;0;0;0;0;0;0;2852;0;59;0;975949;0;0;0;0;0;0;37;2;0;37;12.8;0;195189.8;14.75;0;12.8;37;0;354924;0;975949;0;4;0;1;0.666667;0;0;1;0;0;0;151363;0;0.4;0.4;2852;0.02;0;0;0;0;0;0
0.704545;0.674847;0.704545;614140;21;1.078947;10319.28947;552541;188250;26;0.777778;105;5;27;100;110;0.807692;0.777778;133;0.681818;0.444444;0.571429;0.461538;0.962963;12;1;20471.33333;12;0.444444;29;0.962963;670433;5;0.684211;2.714286;27;10145.62162;30;36;31;90000;7;5;0.428571;15237.11364;5.8;41;2.5;36;5;32548;0.380952;278300;0;4;0.891146;0.6;0.140351;7;0.763158;0.022727;0.660666;90000;0.113636;28695;4;0;0;8;0.006135;0;0;1;0;0;0
0.714286;0.161765;0.857143;26810;3;1.25;6702.5;354840;11400;4;0.6;6;12;5;6;11;0.75;0.6;9;0.714286;0.2;0.333333;0.25;0.8;1;1;5362;12;0.2;7;0.8;149240;12;1;2.666667;5;6702.5;5;5;5;335840;5;2.5;0.666667;21320;2.333333;5;1.571429;2;2;83411;0.666667;122430;4740;1;0.136404;0.333333;0;1;0.5;0.285714;0.622902;335840;0;265946.6667;0;0.142857;0.142857;41;0.014706;0;0;0;0;0;0
1;0.681818;1;188932;3;2;13292.33333;259960;149055;3;1;15;10;3;15;15;1;1;22;1;1;1;1;1;3;1;47233;10;1;13;1;188932;10;1;4;3;13292.33333;4;9;4;127360;9;0;1;47233;6.5;6;3.75;9;4;149055;1;149055;6300;1;0.08631;0.5;0;1;0.666667;0;0.322617;127360;0.5;123680;0;0;0;12;0.045455;0;0;0;0;0;0
1;0.5;1;300;1;1;300;30000;300;1;1;1;20;1;1;1;1;1;2;1;1;1;1;1;1;1;300;0;1;0;1;300;20;1;1;1;300;1;1;1;30000;0;0;1;300;0;1;1;1;1;0;1;0;300;0;0;0;0.2;1;1;0;1;30000;0;0;1;0;0;59;0;0;0;0;0;0;1
0.8;0.752747;0.76;632092;8;1.555556;20855.11111;505138;95400;12;0.533333;136;2;14;54;137;0.666667;0.571429;65;0.76;0.533333;1;0.666667;0.8;8;0.933333;33268;1105;0.571429;9;0.857143;1416224;2;0.777778;8.666667;15;18478.94118;19;82;20;86500;3;41.5;0.666667;56648.96;2.25;28;5.48;82;5;23100;0.583333;1040832;0;4;0.142082;0.75;0.25;6;0.722222;0.08;0.470752;158000;0.2;21250;0;0.04;0.04;5;0.005495;0;0;0;0;0;1
0.75;0.756098;0.625;655038;2;1.75;7525;665016;496763;2;1;62;15;2;62;62;1;1;80;0.75;1;1;1;1;2;1;109173;528;1;17;1;655038;15;0.5;6.4;2;10033.33333;6;25;6;430062;9;0;0.6;81879.75;8.5;7;7.75;25;6;13669;0.6;624938;0;3;0;1;0.7;2;0.5;0;0;120000;0.25;9880;3;0;0;5;0.109756;0;0;0;0;0;1
0;0.04;0.5;0;0;0;0;0;0;0;0;0;644;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;0;0;0;0;0;1;0;0;0;0.5;0;1000;0;0;0.5;0;0;0;0;2000;0;0;0;0;0;0;0;1;0;46204;0;46204;0;0.5;0.5;442;0;0;0;0;0;0;1
0.714286;0.560811;0.857143;94345;2;0;0;150000;93820;2;1;77;13;2;62;83;1;1;62;0.285714;1;1;1;1;2;1;47172.5;13;1;38;1;153991;13;0;5;2;0;2;39;5;90000;23;5.25;0.333333;21998.71429;9.5;0;11.857143;39;0;93820;0;153991;0;3;0;0.75;0.142857;0;0;0.571429;0;95000;0;20439.5;1;0;0.571429;378;0.155405;0;0;0;0;0;0
0.75;0.901639;0.75;80878;1;1;0;71910;73996;1;1;46;21;1;46;55;1;1;47;0.75;1;1;1;1;1;1;26959.33333;821;1;45;1;112378;21;1;5;1;0;3;31;3;60750;31;9;0.5;28094.5;22.5;1;13.75;31;1;73996;0.5;112378;0;2;0;1;0.2;1;1;0.25;0;48000;0;33455;1;0;0.25;58;0.229508;0;0;0;0;0;1
0.5;0.133333;0.5;3508;1;2;1754;15000;3508;1;1;5;37;1;3;6;1;1;3;0.25;0;0;0;1;0;1;3508;885;0;3;1;41010;37;0.5;1.333333;1;3508;1;3;2;15000;2;1.5;0.333333;10252.5;1.5;4;1.5;3;3;37502;0.333333;37502;3508;1;0;0.5;0;1;0;0.25;0;15000;0;15874;1;0;0.5;101;0.044444;0;0;1;0;0;0
0.783133;0.509434;0.927711;431314;15;1.196429;7686.071429;352798;24250;22;0.283019;134;2;37;92;135;0.681818;0.405405;163;0.746988;0.169811;0.6;0.409091;0.415094;9;0.698113;6956.677419;11;0.243243;84;0.594595;605571;2;0.714286;0.6;53;7392.837838;62;28;65;15450;28;3.071429;0.4;7296.036145;2.27027;67;1.626506;28;6;60979;0.4;175151;0;24;0.689908;0.945946;0.166667;3;0.375;0.024096;0.441764;14000;0.036145;8190.675676;0;0;0.012048;11;0.003774;20;26;0;12;20;0
0.333333;0.489796;0.833333;35040;2;4;8404;43170;17950;2;0.5;7;32;2;7;24;1;1;13;0.333333;0;0;0;0.5;0;0.5;17520;3448;0;4;1;59110;32;0.2;4;4;8975;2;8;2;26080;4;5.666667;0.2;9851.666667;4;20;4;4;3;17090;0.2;17090;0;1;1.050322;1;0.941176;1;0.4;0;1;100000;0;17090;0;0.333333;0.333333;32;0.081633;0;1;3;0;0;0
0.6;0.757576;0.6;50766;1;2.333333;12754;91279;38262;1;1;25;22;1;13;25;1;1;16;0.4;1;1;1;1;1;1;25383;498;1;18;1;71155;22;0.333333;2.333333;1;0;2;12;3;80000;12;12;0.333333;14231;6;7;5;12;7;20389;0.333333;32893;0;2;0;0.666667;0.5;1;0.666667;0.2;0;80000;0.4;16089.66667;1;0;0.4;9;0.181818;0;0;0;0;0;0
0.916667;0.70088;0.916667;1589002;9;1.75;10890.83333;1523113;648551;12;0.6;239;6;15;137;239;0.75;0.6;182;0.708333;0.4;0.666667;0.5;0.8;6;1;93470.70588;6;0.4;69;0.8;2190699;8;0.833333;16.125;15;10822.09091;17;55;22;500000;37;20.4;0.75;91279.125;13.8;21;9.958333;55;9;648551;0.375;2060009;0;7;0.032092;0.8;0.28;1;0.5;0.166667;0.555346;251061;0;194384.4;3;0;0.041667;24;0.002933;0;0;1;0;0;0
0;0;0;0;1;0;0;0;0;1;1;0;1;1;0;0;1;1;0;0;1;1;1;1;1;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;3000;1;0;0;0;0;1;0;0;0;0;0;0;1
0.9375;0.596273;1;473210;1;0.8;13049.8;203853;179772;3;0.142857;96;25;7;96;96;0.333333;0.142857;160;0.9375;0.142857;1;0.333333;0.428571;1;1;31547.33333;66;0.142857;12;0.428571;476402;25;0.8;32;7;13049.8;15;37;15;56000;3;0;1;29775.125;1.090909;4;6;37;1;20085;1;411153;3192;9;0;1;0.285714;0;0;0;0;56000;0;9162;3;0;0;94;0.006211;0;0;0;0;0;0
0;0.727273;1;0;1;8;31000;0;0;1;1;0;39;1;0;8;1;1;0;0;0;0;0;1;0;1;0;0;0;0;1;31000;39;0;8;1;0;0;8;0;0;0;8;0;31000;0;8;8;0;0;0;0;0;0;0;0;0;1;0;0;0;0;65000;0;0;0;0;0;296;0;0;0;2;0;0;0
0.5;0.328358;1;18500;2;0.666667;8000;15000;12600;2;0.666667;2;29;3;2;22;1;0.666667;4;0.5;0.333333;0.5;0.5;0.666667;1;1;9250;0;0.333333;0;0.666667;60511;405;0.666667;20;3;8000;2;20;2;10000;0;20;0;15127.75;0;2;5.5;1;1;0;0;36511;5500;0;0.506697;0;0;0;0.666667;0.25;0.770833;4192;0;0;0;0.25;0.75;38;0.014925;0;0;0;0;0;0
1;0.813559;1;104546;7;3.285714;10767.57143;164422;21820;8;0.777778;96;6;8;37;96;0.875;0.875;44;0.692308;0.444444;0.571429;0.5;0.888889;4;0.888889;11616.22222;25;0.5;84;1;386133;6;1;8.2;9;7790.6;9;23;13;36000;23;14.75;1;29702.53846;12;23;7.384615;23;11;135200;0.8;310760;6013;5;0.097867;0.714286;0.272727;4;0.571429;0.307692;0.780761;90000;0;36491.28571;1;0;0;28;0.008475;0;0;0;0;0;0
0;0.130435;1;0;0;0;0;0;0;0;0;0;2494;0;0;9;0;0;0;0;0;0;0;0;0;0;0;2494;0;9;0;4841;0;0;0;0;0;0;6;0;0;6;4.5;0;2420.5;4.5;0;4.5;0;0;2929;0;4841;0;0;0;0;0.75;0;0;1;0;0;0;4565;0;1;1;2588;0;0;0;0;0;0;1
0.792793;0.571429;0.846847;817409;21;0.855422;12155.72289;612550;46143;23;0.272727;202;19;43;85;204;0.913043;0.488372;145;0.630631;0.077922;0.285714;0.26087;0.298701;6;0.558442;11677.27143;1104;0.139535;8;0.534884;1733634;19;0.783133;3.470588;77;13041.65455;70;54;88;40000;8;5.173913;0.294118;15618.32432;8;71;1.837838;54;2;42709;0.117647;724709;0;26;0.300134;1;0.243902;3;0.301205;0.099099;0.303238;70000;0.045045;30000;1;0;0.036036;9;0.002801;7;2;2;10;7;0
0.25;0.030928;0.25;265308;0;0;0;188309;265308;0;0;5;3041;0;5;6;0;0;22;0.25;0;0;0;0;0;0;265308;3041;0;6;0;265308;0;0;0;0;0;1;5;1;188309;5;0.333333;0;66327;1.5;0;1.5;5;0;265308;0;265308;0;1;0;0.25;1;0;0;0.75;0;23940;0;63483.75;0;0.25;0.5;1386;0.025773;0;0;0;0;0;1
0.809524;0.7;0.880952;4651182;9;1.26087;20744.21739;3234630;804673;11;0.375;417;14;17;284;455;0.818182;0.529412;385;0.714286;0.25;0.666667;0.545455;0.458333;6;0.708333;155039.4;14;0.352941;242;0.647059;6670087;14;0.782609;18.166667;24;14768.33333;30;75;34;476000;59;21.375;0.666667;158811.5952;18.615385;29;10.833333;75;9;804673;0.416667;6192970;0;13;0.016075;0.846154;0.052632;3;0.347826;0.119048;0.449408;476000;0.047619;186452.1538;2;0;0.047619;14;0.003077;1;4;1;2;1;0
0.655172;0.104869;0.758621;261261;14;0.692308;11904.5;232350;23246;18;0.666667;20;11;21;18;28;0.777778;0.666667;27;0.62069;0.333333;0.5;0.388889;0.857143;7;1;14514.5;11;0.333333;15;0.857143;311387;127;0.692308;1.125;21;11904.5;18;8;19;19000;8;3.333333;0.125;10737.48276;1.666667;18;0.965517;2;1;18193;0.125;1870;0;0;146.282353;0.555556;0;1;0.846154;0.103448;0.88379;25000;0.137931;11523;0;0.034483;0;10;0.003745;0;0;0;0;0;0
0.578947;0.313508;0.684211;315235;1;0;0;257547;242577;1;1;290;28;1;68;311;1;1;70;0.210526;1;1;1;1;1;1;78808.75;28;1;90;1;1732046;28;0;9.833333;1;0;4;55;11;193161;45;16.2;0.166667;91160.31579;11.25;0;16.368421;55;0;242577;0;1732046;0;8;0;0.5;0;0;0;0.789474;0;104825;0;85091.375;0;0.052632;0.421053;821;0.007056;0;0;0;0;0;1
0.4375;0.189189;0.25;0;0;0.333333;1666.666667;26000;0;0;0;7;267;0;7;7;0;0;13;0.4375;0;0;0;0;0;0;0;0;0;0;0;29000;0;0.333333;0;2;0;7;1;7;8000;0;0;0;1812.5;0;1;0.4375;1;1;0;0;24000;0;13;0;0;1;0;0;0.25;0;0;0;0;0;0.0625;0;267;0;0;0;0;1;0;0
0.666667;0.463768;0.75;255996;3;0.857143;10360.57143;411585;170526;3;0.5;55;15;5;41;64;1;0.6;47;0.583333;0.166667;0.333333;0.333333;0.5;1;0.833333;36570.85714;15;0.2;44;0.6;351911;15;0.714286;4.333333;6;10192;7;22;8;345291;22;11.5;0.333333;29325.91667;14.666667;6;5.333333;22;2;170526;0.333333;279387;0;4;0.14253;0.666667;0;0;0.428571;0.166667;0.651181;345291;0.083333;135008.3333;0;0.083333;0.583333;15;0.007246;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.25;0;1;0;0;15000;0;0;0;0;0;37;0;0;0;0;0;0;0
0.333333;0.130435;1;1290000;0;0;0;1250000;1290000;0;0;5;1362;0;5;9;0;0;6;0.333333;0;0;0;0;0;0;1290000;0;0;0;0;1309077;1459;0;3;0;0;1;5;1;1250000;0;2;0;436359;0;0;3;5;0;0;0;1309077;0;1;0;0;0;0;0;0.666667;0;10000;0;0;0;0.333333;0.333333;1594;0.072464;0;0;0;0;0;1
0.333333;0.25;0.333333;4980;1;0.333333;1660;5000;4980;1;1;1;18;1;1;1;1;1;1;0.333333;1;1;1;1;1;1;4980;0;1;0;1;4980;18;0.333333;0.333333;1;1660;1;1;1;5000;0;0;0.333333;1660;0;1;0.333333;1;1;0;0.333333;0;0;0;0;0;0.818182;1;1;0;1;5000;0.666667;0;1;0;0;2;0;0;0;0;0;0;1
0.5;0.333333;0.5;5721;1;0.5;2860.5;5000;5721;1;1;1;46;1;1;1;1;1;2;0.5;0;0;0;1;0;1;5721;0;0;0;1;5721;0;0.5;0;1;2860.5;1;1;1;5000;0;0;0;2860.5;0;1;0.5;1;1;0;0;0;0;0;0;0;0;0;1;0;1;7000;0.5;0;0;0;0;21;0.333333;0;0;0;0;0;0
0.333333;0.066667;0.666667;5290;1;2;3584;4999;5290;1;0.5;3;41;2;3;4;1;0.5;4;0.333333;0;0;0;0.5;0;1;5290;41;0;4;0.5;7168;41;0.5;1;2;1878;1;3;1;4999;3;0.5;0;2389.333333;2;4;1.333333;3;3;5290;0;0;1878;0;0;0.5;0.5;0;0;0.333333;0;10000;0;7499.5;0;0;0.333333;103;0.05;1;4;1;0;1;1
0.25;0.8;0.5;22667;0;0;1130.333333;18348;22667;0;0;12;162;1;12;12;0;0;12;0.25;0;0;0;0;0;1;22667;917;0;12;0;26058;0;0;0;1;1130.333333;1;12;1;18348;12;0;0;6514.5;12;0;3;12;0;22667;0;22667;0;1;0;1;1;0;0.666667;0;0;4000;0;18348;0;0;0;31;0;0;0;0;0;0;1
0.333333;0.740741;0.833333;53792;5;3.333333;16040.33333;103000;46953;5;1;12;18;5;12;20;1;1;12;0.333333;0.4;0.4;0.4;1;2;1;26896;0;0.4;0;1;96242;18;0.333333;3.8;5;7047.25;2;11;2;98000;0;2.666667;0.2;16040.33333;0;20;3.333333;11;11;0;0.2;0;0;0;0;0;0.545455;1;0.666667;0;1;98000;0;0;1;0;0;52;0.037037;2;7;3;0;2;0
0.708333;0.539216;0.833333;648962;2;2.666667;4363.666667;389284;164690;3;0.5;250;10;3;168;275;0.666667;0.666667;179;0.5;0.5;1;0.666667;0.75;2;0.75;54080.16667;10;0.666667;187;1;1069565;10;0.666667;11.857143;4;4363.666667;12;58;17;100000;31;10.7;0.428571;44565.20833;11;8;11.458333;58;4;164690;0.285714;1056474;0;13;0;0.764706;0.125;1;0.333333;0.416667;0;200000;0;53344.52941;2;0.083333;0.25;27;0.007843;0;0;0;0;0;0
0.8;0.465116;0.9;21535;1;1;2804.111111;19000;3765;1;0.125;18;32;8;7;20;1;0.125;10;0.7;0;0;0;0.125;0;1;3076.428571;32;0;13;0.125;32773;32;0.777778;1;8;2825.875;7;11;8;3000;11;6.5;0;3277.3;6.5;9;2;11;1;7536;0;7536;0;1;0;0.5;0;0;0.111111;0.1;0;4999;0;2999.5;0;0;0.1;39;0.023256;1;4;1;0;1;0
0.555556;0.256858;0.888889;253154;0;0;0;225517;241354;0;0;72;772;0;9;103;0;0;40;0.222222;0;0;0;0;0;0;126577;772;0;17;0;1773937;772;0;4.4;0;0;2;42;5;215517;8;15.666667;0.4;197104.1111;3.4;0;11.444444;42;0;1032974;0;1773937;0;2;0;0.4;0.333333;0;0;0.666667;0;509661;0;162929.2;0;0;1.222222;1523;0.004988;0;0;0;0;0;0
0.25;0.024164;0.833333;32408;0;0;0;60000;20249;0;0;5;782;0;5;13;0;0;61;0.25;0;0;0;0;0;0;10802.66667;782;0;13;0;302644;782;0;0;0;0;3;3;3;30000;3;1;0;25220.33333;1.181818;0;1.083333;2;0;94785;0;302644;0;2;0;0.181818;0.666667;0;0;0.666667;0;100000;0;43381.09091;0;0.333333;0.5;2749;0.001859;0;0;0;0;0;0
1;0.895161;0.916667;335644;4;2.285714;9611.285714;428881;200306;6;0.4;111;11;10;68;111;0.666667;0.4;77;0.833333;0.3;0.75;0.5;0.6;3;1;33564.4;11;0.3;58;0.6;550592;11;1;18.333333;10;4722.833333;10;28;12;222000;22;21.5;1;45882.66667;5.8;16;9.25;28;8;200306;0.666667;483313;2160;3;0.021725;0.9;0.266667;1;0.428571;0.166667;0.37054;222000;0;41388.1;1;0;0;30;0.008065;0;0;0;0;0;0
0.5;0.263158;0.625;15166;2;2;3887.8;50000;11191;2;0.5;34;17;2;7;35;1;1;9;0.25;0.25;0.5;0.5;0.5;1;0.5;7583;17;0.5;10;1;102021;17;0.6;0.4;4;1987.5;2;25;4;40000;6;5.6;0.2;12752.625;2;10;4.375;25;6;28448;0.2;82582;0;1;0.048134;0.4;0;1;0.2;0.375;1;40000;0;16389.4;0;0.125;0.625;47;0.045113;1;4;1;1;1;0
0.533333;0.343616;0.9;363416;5;0.333333;1480;240670;80268;5;1;303;2;5;156;401;1;1;174;0.3;0.8;0.8;0.8;1;4;1;40379.55556;20;0.8;219;1;1302561;2;0.333333;6.555556;5;1480;9;45;16;65000;36;11.666667;0.111111;43418.7;14.6;1;13.366667;45;1;92546;0;1298121;0;11;0.00342;0.533333;0.210526;0;1;0.633333;1;65789;0;45565.93333;2;0.266667;0.666667;42;0.000857;2;4;1;0;2;1
0;0.047619;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;1148;0;0;0;0;0;0;3;0;0;3;3;0;1148;3;0;3;0;0;1148;0;1148;0;0;0;0;0.25;0;0;1;0;0;0;5718;0;0;1;3918;0;0;0;0;0;0;1
0.2;0.056974;0.6;25547;1;1;3227;25098;22320;1;1;13;31;1;11;29;1;1;12;0.133333;0;0;0;1;0;1;12773.5;1027;0;22;1;125654;748;1;1.333333;1;3227;2;10;3;22298;10;1.384615;0;8376.933333;2.444444;1;1.933333;10;1;28468;0;122427;3227;2;0.026359;0.111111;0.333333;0;1;0.866667;1;150000;0;46234.22222;0;0.333333;0.666667;38;0.001965;0;0;0;0;0;0
0.5625;0.2;0.8125;50908;2;1.666667;10815.16667;49520;16307;3;0.181818;31;17;9;17;35;0.666667;0.222222;33;0.4375;0.090909;0.5;0.333333;0.272727;1;0.818182;7272.571429;1165;0.111111;9;0.333333;141558;17;0.5;1;11;8872;7;9;9;14000;9;3.6;0.2;8847.375;4.5;20;2.1875;9;5;3211;0.2;11776;0;2;0.183424;0;0.157895;1;0.166667;0.125;0.030433;90900;0;75431.5;1;0;0.25;29;0;0;0;2;1;0;0
0.4;0.08046;0.5;16924;0;0;0;15000;16924;0;0;11;1831;0;1;21;0;0;2;0.1;0;0;0;0;0;0;16924;1831;0;14;0;32044;1845;0;2;0;0;1;5;4;15000;5;2.222222;0;3204.4;1.75;0;2.1;5;0;16924;0;32044;0;3;0;0.25;0;0;0;0.8;0;4999;0;23232;0;0.2;0.6;103;0.011494;1;4;1;0;1;1
0.666667;0.229167;0.75;17420;0;0;0;13000;17420;0;0;63;375;0;1;66;0;0;1;0.083333;0;0;0;0;0;0;17420;516;0;12;0;2186727;0;0;0;0;0;1;26;8;13000;6;5.909091;0;182227.25;2.4;0;5.5;26;0;210224;0;2186727;0;9;0;0.8;0.5;0;0;0.833333;0;95242;0;128014.4;0;0.333333;1.583333;245;0.006944;0;0;0;0;0;1
0.6;0.625;0.4;17315;4;1;1731.5;102724;10200;4;1;10;13;4;10;10;1;1;10;0.6;1;1;1;1;4;1;2885.833333;26;1;3;1;17315;13;0.6;1;4;1731.5;6;3;6;60000;3;0;0.555556;1731.5;3;10;1;3;3;2280;0.555556;0;0;0;0;0;0.28;5;0.9;0;0.410915;60000;0.4;11786;1;0;0;6;0.0625;0;0;0;0;0;1
0.7;0.277966;1;33905;0;0;0;30756;21065;0;0;60;930;0;24;82;0;0;26;0.2;0;0;0;0;0;0;16952.5;930;0;79;0;226860;1573;0;7.333333;0;0;2;18;7;18842;18;7.25;0;22686;8.777778;0;8.2;18;0;90959;0;226860;0;5;0;0.555556;1;0;0;0.8;0;31400;0;18162.44444;0;0.2;0.7;1210;0.027119;0;0;0;0;0;0
